7,149126416,7,36854361
9,93451685,9,123109500
10,19816239,10,5195462
22,22887780,22,23573125
22,22922594,22,23573125
11,67605653,11,47565336
12,119667864,12,49002274
1,147155106,1,56645314
11,70203163,11,117144284
4,153466346,4,52020706
8,80967810,8,55879835
19,8509678,19,4969113
10,94938658,10,94683729
5,151029945,5,76953045
16,70246778,16,82147798
5,87318416,5,69234795
19,48332356,19,10512742
17,4669774,17,7561919
1,2050411,1,214348700
14,73275107,14,95181940
6,41546426,6,117675469
X,93670930,X,8790795
15,72654738,15,73994673
1,17406760,1,32013868
1,17406760,1,193121958
1,17406760,1,186311652
1,17406760,1,24631716
1,17406760,1,203861599
1,17406760,1,70205682
1,17406760,1,182839347
1,32013868,1,193121958
1,32013868,1,186311652
1,32013868,1,24631716
1,32013868,1,203861599
1,32013868,1,70205682
1,32013868,1,182839347
3,128064778,3,142964497
1,193121958,1,186311652
1,193121958,1,24631716
1,193121958,1,203861599
1,193121958,1,70205682
1,193121958,1,182839347
1,186311652,1,24631716
1,186311652,1,203861599
1,186311652,1,70205682
1,186311652,1,182839347
12,69239569,12,130872037
12,69239569,12,95858928
12,69239569,12,48829756
12,69239569,12,6570082
19,40750637,19,45687454
19,40750637,19,8444767
19,40750637,19,1573596
1,24631716,1,203861599
1,24631716,1,70205682
1,24631716,1,182839347
11,57325986,11,9384652
19,45687454,19,8444767
19,45687454,19,1573596
14,73058532,14,69726900
5,140647058,5,146447311
5,140647058,5,126776623
22,41673933,22,38483438
19,8444767,19,1573596
2,108719482,2,152651593
2,108719482,2,85602856
2,108719482,2,47695530
12,130872037,12,95858928
12,130872037,12,48829756
12,130872037,12,6570082
9,33041765,9,97633668
9,33041765,9,15464066
17,39461486,17,47649476
17,39461486,17,64498254
7,100875103,7,139340359
2,152651593,2,85602856
2,152651593,2,47695530
17,47649476,17,64498254
2,85602856,2,47695530
5,146447311,5,126776623
1,203861599,1,70205682
1,203861599,1,182839347
12,95858928,12,48829756
12,95858928,12,6570082
9,97633668,9,15464066
1,70205682,1,182839347
12,48829756,12,6570082
2,178431414,2,71130632
2,178431414,2,130342877
2,71130632,2,130342877
9,17134982,9,74980790
10,124942123,10,68282660
12,110468415,12,8032716
15,51938025,15,78277835
1,31365253,1,159918107
12,39293228,12,120469850
11,116820700,11,5225464
11,116829706,11,5225464
11,36483769,11,93329971
11,129899706,11,58579063
17,82050691,17,60443158
17,82050691,17,17246616
14,24114195,14,49598761
14,24114195,14,72926377
15,49106068,15,83016423
2,231781671,2,237085882
2,231781671,2,224470150
14,49598761,14,72926377
2,237085882,2,224470150
17,60443158,17,17246616
3,128619969,3,31532638
7,75092573,7,74796144
19,19900913,19,39834458
1,9234775,1,11664200
1,113696831,1,205789094
17,73207353,17,81976807
17,7484366,17,75626845
1,26876132,1,92299059
22,29438583,22,32354885
22,29438583,22,32190435
22,32354885,22,32190435
17,82752065,17,29071124
12,39293228,12,120469850
X,47232866,X,103628704
2,105744912,2,74549026
3,101574180,3,50088919
14,101761798,14,63371364
6,160991727,6,85607785
3,108549864,3,10026414
1,200551497,1,111755245
17,76081016,17,744421
16,29992330,16,58157907
11,8980576,11,104036640
1,212565334,1,58780791
17,42773449,17,48929316
15,101281510,15,24823637
12,122078756,12,27523431
6,32578769,6,75252924
4,52020706,4,153466346
1,7771296,1,27773219
1,7771296,1,227728539
1,7771296,1,171700160
1,7771296,1,180972712
1,7771296,1,120150898
11,62806860,11,59713456
1,27773219,1,227728539
1,27773219,1,171700160
1,27773219,1,180972712
1,27773219,1,120150898
1,227728539,1,171700160
1,227728539,1,180972712
1,227728539,1,120150898
19,13144058,19,47487637
1,171700160,1,180972712
1,171700160,1,120150898
17,30477362,17,9250471
17,30477362,17,46923075
1,180972712,1,120150898
17,9250471,17,46923075
6,132445867,6,147204425
5,65517766,5,69189574
16,67828157,16,81006498
16,71845996,16,89644435
5,39371675,5,72956041
11,118998138,11,62575045
5,140638740,5,1801400
19,8308768,19,14566078
16,22297375,16,46407
20,11890723,20,18507520
1,36322031,1,150257251
3,186783205,3,48517684
3,186783205,3,184314495
3,48517684,3,184314495
1,162561506,1,173903804
12,100199122,12,69359710
7,27830573,7,101218165
7,102464956,7,104126341
1,206053173,1,108970214
2,105744912,2,74549026
17,48070052,17,16342534
2,25377198,2,73073382
3,128726183,3,19947097
19,708935,19,3094362
8,98064522,8,55879835
8,98064522,8,80967810
8,98064522,8,60516936
8,55879835,8,80967810
8,55879835,8,60516936
17,65009289,17,66302613
8,80967810,8,60516936
1,31906421,1,230314490
1,31906421,1,75786197
1,230314490,1,75786197
11,118998138,11,62575045
19,45071500,19,8832398
14,105764503,14,105620506
17,28328325,17,81918270
11,63911230,11,45929323
1,23019443,1,211258377
X,15235288,X,106802673
1,156061160,1,248810446
5,146447311,5,140647058
7,74453790,7,75092573
7,74453790,7,74796144
7,75092573,7,74796144
2,203328239,2,182909115
1,32741830,1,27404230
12,51061205,12,110719680
1,46040140,1,9651731
3,179148114,3,138652698
5,134148935,5,76403285
2,38561969,2,218217141
2,38561969,2,113890063
2,218217141,2,113890063
9,41131306,9,121038
20,34560542,20,45416084
1,70852353,1,204403381
2,10721100,2,46490750
5,181236897,5,74640023
3,142596393,3,58008400
6,93240020,6,33279108
19,55620741,19,34677639
19,55620741,19,55759014
19,34677639,19,55759014
17,19495385,17,44557484
1,109309568,1,201134772
2,44316281,2,55236595
2,161308425,2,231056864
3,184299198,3,64010549
17,39980807,17,63827152
17,39980807,17,67337916
17,39980807,17,32444379
11,73876699,11,47418769
11,73876699,11,236966
19,39971165,19,38374536
19,39971165,19,18588685
17,63827152,17,67337916
17,63827152,17,32444379
14,52707178,14,90256527
11,47418769,11,236966
1,193012250,1,151254703
17,67337916,17,32444379
12,123918660,12,121888732
19,38374536,19,18588685
9,74980790,9,17134982
17,64542282,17,54968727
17,64542282,17,17212212
17,54968727,17,17212212
12,102073103,12,68686951
11,3671083,11,47778087
11,65638101,11,8693351
11,65638101,11,65823022
11,65638101,11,57667747
11,65638101,11,67435510
15,52192322,15,90388242
15,52192322,15,60347134
15,52192322,15,59132434
17,29625938,17,81509971
17,29625938,17,50133737
17,29625938,17,36495633
12,43793723,12,56152256
12,43793723,12,108645109
12,43793723,12,100573683
2,181891730,2,191245185
2,181891730,2,28751640
2,181891730,2,54456317
5,150601080,5,17065598
5,150601080,5,34656328
2,191245185,2,28751640
2,191245185,2,54456317
14,90396502,14,68874143
14,90396502,14,64704102
14,90396502,14,104689606
4,173331376,4,185585444
4,173331376,4,10074339
3,123610049,3,114314501
3,123610049,3,9792495
14,68874143,14,64704102
14,68874143,14,104689606
2,28751640,2,54456317
19,38647649,19,751112
12,56152256,12,108645109
12,56152256,12,100573683
11,8693351,11,65823022
11,8693351,11,57667747
11,8693351,11,67435510
11,65823022,11,57667747
11,65823022,11,67435510
11,57667747,11,67435510
3,114314501,3,9792495
7,116210506,7,51016212
15,90388242,15,60347134
15,90388242,15,59132434
10,5524961,10,29457338
10,5524961,10,24583609
10,5524961,10,114431113
14,64704102,14,104689606
12,108645109,12,100573683
5,17065598,5,34656328
15,60347134,15,59132434
17,81509971,17,50133737
17,81509971,17,36495633
10,29457338,10,24583609
10,29457338,10,114431113
4,185585444,4,10074339
17,50133737,17,36495633
10,24583609,10,114431113
16,67873052,16,15594387
2,38561969,2,65227753
7,151085831,7,73328161
1,53214099,1,109213918
5,55307989,5,179614178
20,38472816,20,20389530
6,13357830,6,53051991
17,44849948,17,39461486
17,44849948,17,47649476
17,44849948,17,1650629
9,113275343,9,15464066
1,150321479,1,186311652
1,150321479,1,193121958
1,150321479,1,31259568
1,150321479,1,37956975
22,30331988,22,41673933
22,30331988,22,38483438
11,65961728,11,66050729
11,65961728,11,60890547
1,186311652,1,193121958
1,186311652,1,31259568
1,186311652,1,37956975
16,56429133,16,30350773
16,56429133,16,70523791
12,69239569,12,14784582
12,69239569,12,48829756
14,77717599,14,73058532
2,27381195,2,108719482
2,27381195,2,152651593
2,27381195,2,85602856
2,27381195,2,197388515
2,27381195,2,96274338
16,30350773,16,70523791
X,48890197,X,123600561
22,41673933,22,38483438
11,66050729,11,60890547
20,63981132,20,34088309
2,108719482,2,152651593
2,108719482,2,85602856
2,108719482,2,197388515
2,108719482,2,96274338
17,39461486,17,47649476
17,39461486,17,1650629
2,152651593,2,85602856
2,152651593,2,197388515
2,152651593,2,96274338
17,47649476,17,1650629
2,85602856,2,197388515
2,85602856,2,96274338
1,193121958,1,31259568
1,193121958,1,37956975
2,197388515,2,96274338
19,45687454,19,7619525
19,45687454,19,54115410
19,7619525,19,54115410
1,31259568,1,37956975
12,14784582,12,48829756
12,56360568,12,89519412
12,108522214,12,14784582
17,44849948,17,1650629
2,96274338,2,27381195
3,88051944,3,48440257
19,1573596,19,14119512
19,1573596,19,19385826
6,151364115,6,113933028
19,14119512,19,19385826
12,123250112,12,6570082
1,153789030,1,6101787
1,153789030,1,32651142
1,6101787,1,32651142
12,57819927,12,6844793
1,185045526,1,33323623
5,148383935,5,93617725
2,69829660,2,74834127
3,149517235,3,11556069
19,42721638,19,43211791
19,42721638,19,42866464
19,43211791,19,42866464
5,138610967,5,24487100
13,23891099,13,24307166
1,15409888,1,165662216
1,15409888,1,150600851
1,165662216,1,150600851
16,74871362,16,684622
17,7311324,17,16029157
2,24049701,2,190189735
15,39250684,15,77100656
1,152908546,1,153357854
9,73151865,9,128149071
X,47232866,X,103628704
1,241847967,1,228487382
20,63488014,20,10401009
2,100391860,2,153871922
7,40134977,7,26667068
1,52345723,1,5862811
17,42113111,17,37406886
1,93345907,1,77562416
3,9779860,3,183697797
3,9779860,3,20040446
3,183697797,3,20040446
3,50088919,3,101574180
12,57604622,12,132822187
9,6413151,9,33041765
17,39868164,17,7420324
17,20449395,17,27629798
3,9792495,3,114314501
11,65638101,11,65823022
15,52192322,15,32615144
17,50133737,17,18244815
17,50133737,17,29625938
17,18244815,17,29625938
12,108645109,12,43793723
14,34709113,14,64704102
12,110280756,12,56638175
10,14897359,10,73785582
17,82101460,17,8188345
1,44850522,1,41027200
4,52872982,4,4415742
20,3146519,20,3732685
1,234391313,1,231241207
16,69118010,16,788046
1,225982702,1,85249953
17,42287547,17,42199177
6,61679961,6,85607785
11,9778667,11,95832882
1,204218853,1,109292365
2,105357712,2,218568580
2,105357712,2,101252886
5,154857553,5,180494379
2,218568580,2,101252886
16,30064164,16,2211593
6,52977948,6,52791371
6,52977948,6,52896639
6,52791371,6,52896639
X,103576231,X,47232866
1,31906421,1,230314490
1,31906421,1,75786197
1,230314490,1,75786197
4,168497052,4,7058895
11,36483769,11,93329971
1,212565334,1,58780791
2,175072250,2,28392448
1,151176304,1,37492575
1,151176304,1,44213455
1,37492575,1,44213455
7,120950763,7,101218165
7,120950763,7,98877933
7,120950763,7,27830573
12,100199122,12,69359710
12,100199122,12,131949942
12,69359710,12,131949942
7,101218165,7,98877933
7,101218165,7,27830573
8,33473386,8,127735434
7,98877933,7,27830573
1,206684944,1,46557408
6,42744498,6,53497341
1,230314490,1,75786197
1,150218417,1,1635227
1,150218417,1,1702379
16,88570381,16,2752626
12,2812622,12,64186316
1,43389882,1,19682213
9,133338312,9,131852928
6,41905354,6,99542387
6,41905354,6,110609978
6,41905354,6,131573966
1,43383917,1,28329002
19,867630,19,39391303
19,867630,19,16574907
19,867630,19,49818279
5,6371874,5,157137424
11,57703714,11,93784227
17,6643311,17,17476994
17,6643311,17,39404285
17,6643311,17,40019097
17,6643311,17,4731428
17,6643311,17,61942605
X,40648305,X,71118556
13,48053323,13,26254104
6,99542387,6,110609978
6,99542387,6,131573966
19,39391303,19,16574907
19,39391303,19,49818279
17,17476994,17,39404285
17,17476994,17,40019097
17,17476994,17,4731428
17,17476994,17,61942605
19,16574907,19,49818279
17,39404285,17,40019097
17,39404285,17,4731428
17,39404285,17,61942605
17,40019097,17,4731428
17,40019097,17,61942605
6,110609978,6,131573966
17,4731428,17,61942605
12,27022546,12,115953872
15,34978341,15,75639085
2,9206765,2,105744912
2,9206765,2,74549026
2,105744912,2,74549026
16,67828157,16,81006498
12,6867119,12,6534512
14,23058564,14,23321289
14,23058564,14,39175183
14,23058564,14,88562970
17,58000919,17,40140318
14,23321289,14,39175183
14,23321289,14,88562970
14,39175183,14,88562970
7,23504780,7,140453033
6,89095959,6,36594353
6,89095959,6,136256627
6,36594353,6,136256627
1,155262868,1,36224432
12,120461672,12,122503454
1,160276812,1,20499448
17,79778148,17,42824385
16,30923055,16,57152466
10,87751512,10,27195214
12,122078756,12,27523431
14,58395928,14,92044496
7,3301252,7,121873089
7,34928876,7,43112629
7,34928876,7,99027438
7,43112629,7,99027438
17,64542282,17,17212212
17,64542282,17,54968727
17,17212212,17,54968727
17,16029157,17,7311324
5,10353695,5,134873803
19,45001449,19,32597006
20,45207033,20,62122461
20,45221373,20,62122461
10,5412557,10,13643706
1,241847967,1,228487382
16,69762306,16,78099430
19,48332356,19,10512742
14,105419820,14,21090077
18,25061924,18,54151606
3,160495007,3,49162535
19,1573596,19,19385826
12,6570082,12,123250112
12,6570082,12,62260338
12,123250112,12,62260338
2,60450520,2,42494569
9,136862119,9,34989641
1,166839447,1,108875350
16,27224994,16,3432414
19,17215346,19,1461143
4,52872982,4,4415742
X,151396515,X,40579372
3,108549864,3,10026414
2,86720291,2,30146941
11,576470,11,112074086
16,726936,16,29992330
16,726936,16,58157907
16,29992330,16,58157907
2,200305881,2,27625639
6,52791371,6,52977948
7,111726110,7,149126416
7,111726110,7,36854361
7,149126416,7,36854361
19,1086574,19,36113709
16,74621399,16,57758217
5,142592178,5,38258409
12,10604193,12,132710819
1,145917714,1,225982702
4,139301505,4,98261384
18,36187497,18,11851413
11,65116403,11,2400488
17,42824385,17,79778148
16,30923055,16,57152466
1,236664141,1,154155304
17,64542282,17,17212212
1,166856510,1,229593111
1,166856510,1,28589323
11,62771357,11,6606294
1,229593111,1,28589323
7,79768028,7,80458635
1,153357854,1,152908546
3,134065303,3,127629185
6,34889255,6,35297818
1,160276812,1,20499448
12,110468415,12,8032716
X,151396515,X,40579372
X,151396515,X,154428645
X,40579372,X,154428645
2,99161427,2,130337933
4,2059327,4,98470367
4,2059327,4,165207561
4,2059327,4,185204237
4,98470367,4,165207561
4,98470367,4,185204237
7,66921225,7,2234195
4,165207561,4,185204237
16,46884362,16,69706996
4,1211448,4,17841199
X,141111605,X,135050932
X,141111605,X,135020513
22,41459717,22,30331988
1,149923317,1,110338506
1,149923317,1,37956975
1,110338506,1,37956975
17,10492307,17,17042545
2,25733753,2,148021011
13,111114559,13,29509414
3,108549864,3,10026414
3,33114014,3,189956728
20,36889773,20,36777447
19,8509678,19,4969113
12,6375045,12,49366584
14,99737693,14,75079353
5,81413021,5,51383448
3,129087569,3,46921726
1,39692182,1,85249953
17,43483865,17,34961540
5,154857553,5,180494379
2,218568580,2,101252886
2,218568580,2,105357712
2,101252886,2,105357712
14,93202894,14,20446401
X,154428645,X,40579372
19,48332356,19,10512742
10,5412557,10,13643706
1,241847967,1,228487382
7,100679507,7,102285091
12,121308245,12,110372900
1,89633072,1,161623196
2,86143932,2,176269395
1,155262868,1,53226900
7,34928876,7,77798792
1,145911350,1,113696831
1,145911350,1,55066359
1,113696831,1,55066359
10,100232298,10,123008979
11,67662160,11,68008578
16,8674596,16,46884362
7,26667068,7,40134977
2,10721100,2,46490750
3,30726200,3,93980139
6,73515750,6,33200445
19,45071500,19,8832398
X,109624244,X,24054946
20,44966479,20,4780023
8,144827464,8,143289676
17,10628526,17,10443290
17,10628526,17,40977716
17,10443290,17,40977716
2,172427354,2,186590056
7,73328161,7,151085831
1,85249953,1,225982702
1,2391775,1,54849627
17,76376584,17,82035136
11,57648992,11,83156988
4,128864921,4,99878336
1,86346824,1,231626815
19,19176903,19,18557762
17,58982638,17,82101460
17,58982638,17,8188345
17,82101460,17,8188345
2,65227753,2,38561969
2,65227753,2,218217141
2,38561969,2,218217141
2,200870907,2,208236227
2,105744912,2,74549026
X,151396515,X,40579372
3,185506262,3,112086335
6,149400262,6,16238587
5,100535374,5,176388751
1,160276812,1,20499448
9,15422704,9,136375577
19,15419978,19,301444
6,4706159,6,31879759
9,137174784,9,113255835
4,25377213,4,144831908
4,25377213,4,185159665
8,56436674,8,22544986
12,110372900,12,121308245
12,110372900,12,101745499
12,121308245,12,101745499
1,43358981,1,211658657
4,144831908,4,185159665
15,42723544,15,36579626
12,10604193,12,132710819
1,225982702,1,53226900
1,225982702,1,145917714
1,53226900,1,145917714
10,110567691,10,86435256
X,123960212,X,53374149
19,708935,19,3094362
8,55879835,8,80967810
16,88809339,16,2211593
2,57907629,2,27130756
X,129906121,X,154762742
6,88609897,6,33391823
19,46838136,19,49766968
14,103733195,14,51489100
6,33391823,6,17615035
6,33391823,6,88609897
6,17615035,6,88609897
1,145917714,1,225982702
13,41457550,13,110641412
17,29390464,17,799310
5,115804733,5,132257696
3,58306247,3,113002444
10,90871716,10,15097180
3,50226292,3,179396088
19,12730640,19,1259384
17,42950526,17,49788681
4,17841199,4,1211448
3,186783205,3,48517684
5,176060689,5,177707981
16,3500976,16,83807978
14,23321289,14,88562970
18,79679801,18,35984387
14,103733195,14,51489100
6,132445867,6,147204425
2,161308425,2,21001429
2,127843553,2,27628247
17,7484366,17,75626845
2,97083583,2,95402708
2,97083583,2,74135400
2,95402708,2,74135400
X,44873177,X,104166453
17,1464186,17,29071124
7,32485338,7,118184144
14,78170373,14,77335029
16,46884362,16,58707131
19,12791486,19,18279694
11,65890673,11,67398183
7,44606572,7,107891162
2,42767089,2,208236227
2,42767089,2,200870907
2,208236227,2,200870907
18,158383,18,26133852
2,161308425,2,231056864
3,184299198,3,64010549
17,39980807,17,63827152
17,39980807,17,67337916
17,39980807,17,32444379
11,73876699,11,47418769
11,73876699,11,236966
19,39971165,19,38374536
19,39971165,19,18588685
17,63827152,17,67337916
17,63827152,17,32444379
14,52707178,14,90256527
11,47418769,11,236966
1,193012250,1,151254703
17,67337916,17,32444379
12,121888732,12,123918660
19,38374536,19,18588685
6,52791371,6,52896639
19,42721638,19,42866464
19,42721638,19,43166256
19,42866464,19,43166256
22,18150170,22,20350578
1,62454298,1,15409888
10,90871716,10,15097180
19,647526,19,12737139
15,43510958,15,42359498
6,34889255,6,35297818
16,30923055,16,57152466
19,19900913,19,39834458
7,41667168,7,20330702
12,118136124,12,6913745
16,28097979,16,70687439
16,28097979,16,70480568
16,70687439,16,70480568
11,124747474,11,113733187
21,36135079,21,43772511
21,43772511,21,36069941
1,88935773,1,43451003
5,17065598,5,177456608
15,59132434,15,52307283
17,1464186,17,20009344
4,7758714,4,185585444
7,5527148,7,51016212
1,23084023,1,77888513
10,114431113,10,5524961
9,109498325,9,137191617
12,50175788,12,79773563
5,148383935,5,93617725
17,20449395,17,27629798
2,153871922,2,100391860
2,130191745,2,99318982
2,130191745,2,100562993
2,130191745,2,73233420
2,130191745,2,218781749
2,130191745,2,61868085
3,180983709,3,69054730
2,99318982,2,100562993
2,99318982,2,73233420
2,99318982,2,218781749
2,99318982,2,61868085
2,100562993,2,73233420
2,100562993,2,218781749
2,100562993,2,61868085
8,144137774,8,53966552
2,73233420,2,218781749
2,73233420,2,61868085
2,218781749,2,61868085
7,55793540,7,36389821
5,132257696,5,178208471
11,36483769,11,93329971
17,40140318,17,80134369
1,53226900,1,145917714
6,99542387,6,41905354
6,99542387,6,131573966
6,99542387,6,110609978
17,40019097,17,17476994
17,40019097,17,39404285
17,40019097,17,61942605
17,17476994,17,39404285
17,17476994,17,61942605
6,41905354,6,131573966
6,41905354,6,110609978
17,39404285,17,61942605
19,49818279,19,867630
6,131573966,6,110609978
11,94962620,11,107326345
12,2812622,12,64186316
1,202878282,1,24745382
17,5440917,17,48997385
1,244840638,1,185118101
1,153390032,1,152908546
8,123041968,8,67062426
16,30761745,16,67199111
3,9779860,3,20040446
19,49976468,19,55600022
11,65122183,11,1947278
11,65122183,11,73787872
11,65122183,11,66435075
11,1947278,11,73787872
11,1947278,11,66435075
17,50367857,17,38297023
11,73787872,11,66435075
1,156737303,1,228106679
7,151057210,7,100826820
X,10445310,X,2828822
2,32946953,2,140231423
6,32578769,6,75252924
3,120908072,3,94014365
16,1984193,16,5084284
5,128083766,5,1050384
2,74361154,2,97655939
17,799310,17,41688885
17,42536241,17,80206716
19,12646511,19,42325609
20,36777447,20,36889773
6,31115087,6,131470832
19,35523367,19,39196964
1,152302165,1,150508062
1,152348735,1,150508062
3,105366909,3,194402672
3,105366909,3,108043091
X,55717739,X,135973841
3,194402672,3,108043091
6,46129989,6,108041409
6,46129989,6,112107931
6,46129989,6,127968779
7,138831381,7,131500262
1,236518000,1,116514534
1,236518000,1,35433492
12,45215987,12,9067664
12,45215987,12,55725323
12,9067664,12,55725323
6,108041409,6,112107931
6,108041409,6,127968779
6,112107931,6,127968779
1,116514534,1,35433492
19,38211006,19,47608196
4,1211448,4,17841199
12,110468415,12,8032716
11,116748170,11,108665069
2,174559572,2,74549026
2,174559572,2,105744912
2,174559572,2,9206765
3,136862208,3,195863364
17,40219304,17,75500261
2,74549026,2,105744912
2,74549026,2,9206765
7,29806486,7,123681943
2,105744912,2,9206765
17,38181659,17,36428618
2,74455087,2,205993721
19,1905372,19,1491166
1,230314490,1,75786197
1,228006998,1,212285410
12,57604622,12,132822187
1,53214099,1,109213918
7,3301252,7,121873089
19,49446298,19,29923644
1,10456522,1,3857267
19,43211791,19,42721638
10,102869470,10,5765223
2,130191745,2,218781749
2,130191745,2,73233420
2,218781749,2,73233420
12,6924463,12,121804180
12,10604193,12,132710819
1,145917714,1,225982702
19,5586999,19,10654261
1,89995110,1,32013868
1,89995110,1,154582057
1,32013868,1,154582057
19,5623035,19,10654261
16,30064164,16,2211593
