14,73490933,17,782353,-4.37338287
14,73490933,7,73440406,-4.217657313
14,73490933,3,51993522,-4.942424476
17,782353,7,73440406,-4.413183532
17,782353,3,51993522,-4.484738181
7,73440406,3,51993522,-4.556256406
1,46040140,19,18153163,-4.502823002
1,46040140,5,68215756,-4.594651682
1,46040140,3,179148114,-4.472447094
1,46040140,3,138652698,-4.378495905
1,46040140,2,225399710,-4.800817557
19,18153163,5,68215756,-4.807515498
19,18153163,1,9651731,-4.187627411
19,18153163,3,179148114,-5.162432165
19,18153163,3,138652698,-4.545602231
19,18153163,2,225399710,-4.587712641
5,68215756,1,9651731,-4.960697329
5,68215756,3,179148114,-4.680229578
5,68215756,3,138652698,-4.762369647
5,68215756,2,225399710,-inf
1,9651731,3,179148114,-4.440552732
1,9651731,3,138652698,-4.376564767
1,9651731,2,225399710,-4.564803212
3,179148114,2,225399710,-5.062486711
3,138652698,2,225399710,-5.144626781
16,69118010,X,47190861,-4.255281092
16,69118010,4,68815994,-5.110762632
X,47190861,4,68815994,-inf
1,151197949,14,78170373,-4.350636553
1,151197949,19,3630183,-4.070808617
1,151197949,5,181222499,-4.513204947
14,78170373,19,3630183,-inf
14,78170373,5,181222499,-5.124873902
19,3630183,5,181222499,-4.447105957
8,10764961,2,189441446,-5.162849718
8,10764961,X,73212299,-4.549738502
8,10764961,17,7288263,-4.863519817
8,10764961,2,28894667,-5.180227358
8,10764961,19,39834458,-4.377705783
8,10764961,19,19900913,-4.618695288
2,189441446,X,73212299,-4.879018986
2,189441446,17,7288263,-inf
2,189441446,8,55773446,-4.911373775
2,189441446,19,39834458,-4.706986267
2,189441446,19,19900913,-4.522007039
X,73212299,17,7288263,-inf
X,73212299,2,28894667,-4.419275371
X,73212299,8,55773446,-4.423201296
X,73212299,19,39834458,-4.394905046
X,73212299,19,19900913,-4.510955814
17,7288263,2,28894667,-4.511207936
17,7288263,8,55773446,-5.214103866
17,7288263,19,39834458,-4.231565107
17,7288263,19,19900913,-4.64864587
2,28894667,8,55773446,-4.928751415
2,28894667,19,39834458,-4.59942517
2,28894667,19,19900913,-4.840414674
8,55773446,19,39834458,-4.603351095
8,55773446,19,19900913,-4.543310604
19,47113274,12,21437615,-4.544753636
12,21437615,19,18374731,-4.358647673
2,165857475,17,142789,-4.956651451
2,165857475,16,30005514,-4.701731153
17,142789,16,30005514,-4.487193651
22,21628089,12,6867119,-4.33358418
22,21628089,3,53224712,-4.473246189
22,21628089,6,149749443,-4.57272145
22,21628089,1,8861000,-4.267887213
12,6867119,3,53224712,-4.580127752
12,6867119,6,149749443,-4.299391772
12,6867119,1,8861000,-4.647770049
3,53224712,6,149749443,-4.673136987
3,53224712,1,8861000,-4.623575255
6,149749443,1,8861000,-4.400831222
12,79773563,3,52410660,-5.223311756
17,76004502,1,152908546,-5.08332973
17,76004502,9,128149071,-4.23687581
17,76004502,1,153357854,-4.207347297
17,76004502,11,120111286,-4.423757207
17,76004502,22,50525752,-4.250963525
17,76004502,16,4882507,-4.453217
1,152908546,9,128149071,-4.827820209
1,152908546,11,120111286,-4.440670338
1,152908546,22,50525752,-5.142937919
1,152908546,16,4882507,-4.612797635
9,128149071,1,153357854,-4.854927762
9,128149071,11,120111286,-4.548458928
9,128149071,22,50525752,-4.209333823
9,128149071,16,4882507,-4.294617492
1,153357854,11,120111286,-4.467777892
1,153357854,22,50525752,-4.471075468
1,153357854,16,4882507,-4.514966452
11,120111286,22,50525752,-4.483365396
11,120111286,16,4882507,-4.509527613
22,50525752,16,4882507,-4.308705206
X,47217860,12,96278261,-4.376878709
X,47217860,17,43044295,-4.223210812
X,47217860,6,53001279,-inf
12,96278261,17,43044295,-4.235155656
12,96278261,6,53001279,-4.692970701
17,43044295,6,53001279,-4.937242812
14,23272422,11,67398183,-4.122615357
14,23272422,19,45091396,-4.198595545
14,23272422,2,61145068,-4.323540877
11,67398183,19,45091396,-4.025350392
11,67398183,2,61145068,-4.500543742
19,45091396,2,61145068,-4.632041258
11,108222484,8,21919662,-4.721082166
11,108222484,7,726699,-4.691853394
8,21919662,7,726699,-4.558920009
10,96832282,6,26156354,-4.719757885
12,119685791,9,4662294,-5.222918309
12,119685791,22,21919425,-4.550694987
9,4662294,22,21919425,-4.433513063
17,49575858,10,102503987,-4.472560873
6,37170152,14,103385392,-4.26292897
7,102464956,16,46689643,-5.063559152
7,102464956,18,13663347,-4.56965442
7,102464956,1,52372829,-4.079476304
7,102464956,2,200908977,-4.234238147
7,104126341,16,46689643,-5.139213623
7,104126341,18,13663347,-4.82140015
7,104126341,1,52372829,-5.196523461
7,104126341,2,200908977,-4.514012601
16,46689643,18,13663347,-4.7665135
16,46689643,1,52372829,-5.141636811
16,46689643,2,200908977,-4.680974701
18,13663347,1,52372829,-5.124853334
18,13663347,2,200908977,-4.840282483
1,52372829,2,200908977,-4.613345802
1,43358981,10,70882280,-4.537475164
1,43358981,11,13388001,-4.449926916
1,43358981,15,40161023,-4.342892221
1,43358981,6,36442767,-4.228780954
1,43358981,10,123154402,-5.288670816
1,43358981,5,134905120,-4.527025472
10,70882280,11,13388001,-4.74891805
10,70882280,15,40161023,-4.583891407
10,70882280,6,36442767,-4.147560846
10,70882280,5,134905120,-5.223956614
11,13388001,15,40161023,-5.177584397
11,13388001,6,36442767,-4.519405086
11,13388001,10,123154402,-4.579294948
11,13388001,5,134905120,-4.914559617
15,40161023,6,36442767,-4.70116593
15,40161023,10,123154402,-4.937147051
15,40161023,5,134905120,-4.330403667
6,36442767,10,123154402,-4.801846485
6,36442767,5,134905120,-4.262049891
10,123154402,5,134905120,-5.276182263
11,6603708,12,120210439,-4.210624044
11,6603708,22,44172956,-4.441207624
11,6603708,22,43999211,-4.682068308
11,6603708,2,108534355,-4.400885773
11,6603708,10,16590611,-4.797676489
12,120210439,22,44172956,-4.883589483
12,120210439,22,43999211,-4.471237653
12,120210439,11,12377563,-4.441309554
12,120210439,2,108534355,-4.667176373
12,120210439,10,16590611,-4.637998357
22,44172956,11,12377563,-4.885772954
22,44172956,2,108534355,-4.810609777
22,44172956,10,16590611,-4.906370498
22,43999211,11,12377563,-4.348482387
22,43999211,2,108534355,-4.477439194
22,43999211,10,16590611,-5.272169919
11,12377563,2,108534355,-4.447511095
11,12377563,10,16590611,-4.397143779
2,108534355,10,16590611,-4.468108639
17,18840085,16,31180110,-4.501301076
17,18840085,11,85957175,-inf
17,18840085,22,29268009,-4.344315472
16,31180110,11,85957175,-4.419683195
16,31180110,22,29268009,-4.602381175
11,85957175,22,29268009,-4.563727587
13,77697687,6,30600413,-4.826570175
13,77697687,11,46743048,-inf
13,77697687,10,121989163,-5.137679169
13,77697687,14,21476597,-inf
13,77697687,8,38728186,-4.860967487
13,77697687,4,48341529,-inf
6,30600413,11,46743048,-4.199954958
6,30600413,10,121989163,-4.556973323
6,30600413,14,21476597,-4.494660617
6,30600413,8,38728186,-4.238868956
6,30600413,4,48341529,-4.731587253
11,46743048,10,121989163,-4.511063952
11,46743048,14,21476597,-4.30262321
11,46743048,8,38728186,-4.331262283
11,46743048,4,48341529,-4.384647886
10,121989163,14,21476597,-4.425558369
10,121989163,8,38728186,-4.813219384
10,121989163,4,48341529,-inf
14,21476597,8,38728186,-4.449876683
14,21476597,4,48341529,-4.679353545
8,38728186,4,48341529,-4.765984565
3,36985043,4,120055623,-4.585648378
3,36985043,6,43629540,-4.472561473
4,120055623,6,43629540,-4.677160626
11,46743048,8,38728186,-4.331262283
11,46743048,13,77697687,-inf
11,46743048,10,121989163,-4.511063952
11,46743048,14,21476597,-4.30262321
8,38728186,13,77697687,-4.860967487
8,38728186,10,121989163,-4.813219384
8,38728186,14,21476597,-4.449876683
13,77697687,10,121989163,-5.137679169
13,77697687,14,21476597,-inf
10,121989163,14,21476597,-4.425558369
1,27830782,11,28020619,-4.694906104
1,27830782,11,67398183,-4.232508831
1,27830782,20,3753508,-4.407794408
11,28020619,20,3753508,-4.480383203
11,67398183,20,3753508,-4.114895943
16,84122141,2,227362038,-4.76314158
16,84122141,5,150400041,-4.488952848
2,227362038,5,150400041,-4.560511341
8,102204502,2,10120698,-4.960952591
13,44939249,4,153152342,-4.79495223
13,44939249,15,74957219,-4.661657203
4,153152342,15,74957219,-4.577717814
2,96266159,15,64072565,-4.499821844
3,47282917,7,44379119,-4.282918576
7,37905932,3,188153284,-4.691704718
7,37905932,3,135965728,-4.539665539
7,37905932,3,45555394,-4.480743243
14,67294371,2,70935900,-4.914975818
14,67294371,10,69269984,-4.42264918
14,67294371,17,4959226,-4.304896262
14,67294371,22,17592136,-4.5628807
14,67294371,16,67389809,-4.560042832
2,70935900,10,69269984,-4.54262628
2,70935900,17,4959226,-4.470630853
2,70935900,22,17592136,-4.904706551
2,70935900,16,67389809,-4.600838686
10,69269984,17,4959226,-4.38847868
10,69269984,22,17592136,-4.588471172
10,69269984,16,67389809,-4.409542044
17,4959226,22,17592136,-4.352618942
17,4959226,16,67389809,-4.291789126
22,17592136,16,67389809,-4.373682305
14,31025106,1,113894194,-4.693209074
22,29205896,15,85759326,-5.203555437
4,79406361,6,87152833,-inf
4,79406361,1,160608106,-5.03244184
6,87152833,1,160608106,-4.828323491
16,20702816,7,134744252,-4.685447032
16,20702816,11,111874056,-4.87995778
7,134744252,11,111874056,-4.438691353
9,74980790,19,54461732,-4.587945969
9,74980790,4,148078762,-4.619154669
9,74980790,17,28364356,-4.376410936
19,54461732,4,148078762,-4.904655093
19,54461732,17,28364356,-4.427828153
4,148078762,17,28364356,-4.635128112
9,120751978,X,143508735,-inf
9,120751978,19,38941401,-4.431367147
X,143508735,19,38941401,-inf
11,124633113,1,37793802,-4.779357304
7,94907202,20,3753508,-4.520002559
7,94907202,15,77100656,-5.122099576
7,94907202,12,51061205,-4.68936693
7,94907202,19,1228287,-4.613610263
7,94907202,5,122311354,-4.396309962
7,94907202,19,54448887,-4.635543737
7,94907202,12,110719680,-4.535697354
7,98106862,20,3753508,-5.212593179
7,98106862,15,77100656,-4.5136602
7,98106862,12,51061205,-4.478867563
7,98106862,19,1228287,-4.704140892
7,98106862,5,122311354,-4.48684059
7,98106862,19,54448887,-4.42504437
7,98106862,12,110719680,-4.626227983
20,3753508,15,77100656,-4.494338528
20,3753508,12,51061205,-4.538727137
20,3753508,19,1228287,-4.082759228
20,3753508,5,122311354,-5.166488922
20,3753508,19,54448887,-4.706752693
20,3753508,12,110719680,-4.60690631
15,77100656,12,51061205,-4.459582916
15,77100656,19,1228287,-4.463007495
15,77100656,5,122311354,-4.467555943
15,77100656,19,54448887,-4.581850982
15,77100656,12,110719680,-4.606943336
12,51061205,19,1228287,-4.507396104
12,51061205,5,122311354,-4.608854565
12,51061205,19,54448887,-4.383201542
19,1228287,5,122311354,-inf
19,1228287,12,110719680,-5.177635269
5,122311354,19,54448887,-4.555031372
5,122311354,12,110719680,-5.182183717
19,54448887,12,110719680,-4.421417492
10,93496612,2,3379675,-4.625036773
1,246566444,19,1228287,-4.476298603
1,246566444,12,51061205,-4.552055271
1,246566444,12,110719680,-4.268051926
19,1228287,12,51061205,-4.507396104
19,1228287,12,110719680,-5.177635269
3,39141855,11,67398183,-4.929580729
3,39141855,19,45091396,-4.663138237
3,39141855,2,61145068,-4.45709035
11,67398183,19,45091396,-4.025350392
11,67398183,2,61145068,-4.500543742
19,45091396,2,61145068,-4.632041258
14,55366391,10,63133247,-4.472632014
14,55366391,6,127472794,-5.221680839
10,63133247,6,127472794,-4.607145255
11,62707676,13,44939249,-4.449671948
11,62707676,4,153152342,-4.541823818
11,62707676,3,84958981,-inf
11,62707676,15,74957219,-4.454286281
13,44939249,4,153152342,-4.79495223
13,44939249,3,84958981,-4.672196362
13,44939249,11,72576141,-4.604155246
13,44939249,15,74957219,-4.661657203
4,153152342,3,84958981,-5.162288241
4,153152342,11,72576141,-4.617125871
4,153152342,15,74957219,-4.577717814
3,84958981,11,72576141,-5.096429994
3,84958981,15,74957219,-4.852901954
11,72576141,15,74957219,-4.365731531
17,82614562,5,80626226,-5.15173546
X,13734745,8,17922840,-5.020021247
X,13734745,8,67062426,-inf
X,13734745,16,649311,-4.51818866
X,13734745,3,123897305,-inf
8,17922840,16,649311,-4.46427509
8,17922840,3,123897305,-4.872527812
8,67062426,16,649311,-4.563788354
8,67062426,3,123897305,-4.574101068
16,649311,3,123897305,-4.546786485
14,60709539,17,47831634,-4.409888963
14,105300563,17,47831634,-4.624880262
16,8674596,15,49155656,-4.499954511
16,8674596,1,63593411,-4.951422094
16,8674596,9,38392702,-4.460618361
15,49155656,1,63593411,-4.69240724
15,49155656,9,38392702,-4.553786026
1,63593411,9,38392702,-4.908343596
4,40810027,20,62231922,-4.78229506
4,40810027,15,90930180,-4.628967225
20,62231922,15,90930180,-4.454120565
4,24517441,19,47713422,-4.490039299
7,23181841,9,128504700,-4.613384821
7,23181841,9,128947699,-4.325039931
7,23181841,17,75205659,-4.635495282
7,23181841,2,202206180,-4.651894268
7,23181841,5,37288137,-4.412346291
7,23181841,3,13316235,-4.358640833
7,23181841,16,56730118,-4.600996551
7,23181841,11,3671083,-4.600164754
7,23181841,6,149724315,-4.448138637
7,23181841,2,108719482,-5.044967915
7,23181841,1,53765478,-4.431157778
7,23181841,6,17615035,-4.499996354
7,23181841,11,62792123,-4.623211173
7,23181841,1,229440259,-4.929780243
7,23181841,12,68686951,-4.47005749
7,23181841,2,130151392,-4.737866697
7,23181841,12,53307456,-4.731832407
7,23181841,18,12947133,-4.315455946
7,23181841,11,47778087,-4.627070677
7,23181841,8,25459199,-4.349891159
7,23181841,12,102073103,-4.748161058
7,23181841,2,27032910,-4.531402462
7,23181841,2,183117513,-4.736812631
9,128504700,17,75205659,-4.353903251
9,128504700,2,202206180,-4.516430273
9,128504700,5,37288137,-4.110550874
9,128504700,3,13316235,-4.378078797
9,128504700,16,56730118,-5.16450256
9,128504700,11,3671083,-4.260580777
9,128504700,6,149724315,-4.585675914
9,128504700,2,108719482,-4.404353942
9,128504700,1,53765478,-4.237701836
9,128504700,6,17615035,-4.08123113
9,128504700,11,62792123,-4.584657191
9,128504700,1,229440259,-4.28916627
9,128504700,12,68686951,-4.732533504
9,128504700,2,130151392,-5.00034271
9,128504700,12,53307456,-4.21615717
9,128504700,18,12947133,-4.33489391
9,128504700,11,47778087,-4.149184001
9,128504700,8,25459199,-4.737305909
9,128504700,12,102073103,-4.885698334
9,128504700,7,130164713,-4.481397851
9,128504700,2,27032910,-4.112637238
9,128504700,2,183117513,-4.330281863
9,128504700,7,135557917,-4.739610931
9,128947699,17,75205659,-4.170293711
9,128947699,2,202206180,-4.324995396
9,128947699,5,37288137,-4.386477414
9,128947699,3,13316235,-4.457710693
9,128947699,16,56730118,-4.399036415
9,128947699,11,3671083,-4.875325874
9,128947699,6,149724315,-4.297331024
9,128947699,2,108719482,-4.417039047
9,128947699,1,53765478,-5.250386942
9,128947699,6,17615035,-4.327999442
9,128947699,11,62792123,-4.296312301
9,128947699,1,229440259,-4.727820108
9,128947699,12,68686951,-4.52336986
9,128947699,2,130151392,-4.410967824
9,128947699,12,53307456,-4.1416921
9,128947699,18,12947133,-4.414525806
9,128947699,11,47778087,-4.425110541
9,128947699,8,25459199,-4.324022283
9,128947699,12,102073103,-5.199413436
9,128947699,7,130164713,-4.193052961
9,128947699,2,27032910,-4.35940555
9,128947699,2,183117513,-4.710943754
9,128947699,7,135557917,-4.451266041
17,75205659,2,202206180,-4.158329493
17,75205659,5,37288137,-4.270964033
17,75205659,3,13316235,-4.400189259
17,75205659,16,56730118,-4.58455303
17,75205659,11,3671083,-4.185781225
17,75205659,6,149724315,-4.306756379
17,75205659,2,108719482,-4.551403139
17,75205659,1,53765478,-4.414714257
17,75205659,6,17615035,-4.483552833
17,75205659,11,62792123,-4.004707661
17,75205659,1,229440259,-4.612306727
17,75205659,12,68686951,-5.23176522
17,75205659,2,130151392,-4.545331916
17,75205659,12,53307456,-4.238267631
17,75205659,18,12947133,-4.503132407
17,75205659,11,47778087,-4.513717143
17,75205659,8,25459199,-4.634477634
17,75205659,12,102073103,-4.731717537
17,75205659,7,130164713,-4.424327067
17,75205659,2,27032910,-4.435777695
17,75205659,2,183117513,-4.595430373
17,75205659,7,135557917,-4.197449962
2,202206180,5,37288137,-4.491483002
2,202206180,3,13316235,-4.78456503
2,202206180,16,56730118,-4.504042004
2,202206180,11,3671083,-4.60012022
2,202206180,6,149724315,-4.323155366
2,202206180,1,53765478,-4.674151293
2,202206180,6,17615035,-4.353823784
2,202206180,11,62792123,-4.270984121
2,202206180,1,229440259,-4.628705713
2,202206180,12,68686951,-4.646104215
2,202206180,12,53307456,-4.430757877
2,202206180,18,12947133,-4.264258889
2,202206180,11,47778087,-4.530116129
2,202206180,8,25459199,-4.474785361
2,202206180,12,102073103,-4.924207782
2,202206180,7,130164713,-4.440726053
2,202206180,7,135557917,-4.653181642
5,37288137,3,13316235,-4.29513958
5,37288137,16,56730118,-4.838525294
5,37288137,11,3671083,-4.439753489
5,37288137,6,149724315,-4.317690594
5,37288137,2,108719482,-4.136368622
5,37288137,1,53765478,-4.735633311
5,37288137,6,17615035,-5.135465106
5,37288137,11,62792123,-4.082588666
5,37288137,1,229440259,-4.866278991
5,37288137,12,68686951,-4.406556237
5,37288137,2,130151392,-4.975395439
5,37288137,12,53307456,-4.242362422
5,37288137,18,12947133,-4.456074675
5,37288137,11,47778087,-4.320531375
5,37288137,8,25459199,-4.411328643
5,37288137,12,102073103,-4.383629809
5,37288137,7,130164713,-4.553360594
5,37288137,2,27032910,-4.564811222
5,37288137,2,183117513,-4.673311378
5,37288137,7,135557917,-4.346686875
3,13316235,16,56730118,-4.909758572
3,13316235,11,3671083,-4.60789678
3,13316235,6,149724315,-4.756900658
3,13316235,2,108719482,-4.353729936
3,13316235,1,53765478,-4.681927853
3,13316235,6,17615035,-5.206698384
3,13316235,11,62792123,-4.755881935
3,13316235,1,229440259,-4.636482273
3,13316235,12,68686951,-4.556970762
3,13316235,2,130151392,-4.569507463
3,13316235,12,53307456,-5.216685687
3,13316235,18,12947133,-4.624217967
3,13316235,11,47778087,-4.935832698
3,13316235,8,25459199,-4.482561921
3,13316235,12,102073103,-4.630954347
3,13316235,7,130164713,-4.749532609
3,13316235,2,27032910,-4.393006452
3,13316235,2,183117513,-4.61960592
3,13316235,7,135557917,-4.484866943
16,56730118,11,3671083,-4.674161239
16,56730118,6,149724315,-4.698226381
16,56730118,2,108719482,-4.516904409
